page	line_id	kind	old_592509	new_592709
13	line_cell_r10_c5	agree_nonempty	..	..
13	line_cell_r10_c6	agree_nonempty	١	١
13	line_cell_r10_c7	agree_nonempty	"	"
13	line_cell_r10_c8	old_empty_new_nonempty		✓
13	line_cell_r10_c9	agree_nonempty	..	..
13	line_cell_r11_c0	both_nonempty_differ	٩٤٨٧	✓
13	line_cell_r11_c1	both_nonempty_differ	٣/٩٥	٩
13	line_cell_r11_c10	both_nonempty_differ	"	١
13	line_cell_r11_c11	both_nonempty_differ	٠	_
13	line_cell_r11_c12	both_nonempty_differ	–	-
13	line_cell_r11_c13	both_nonempty_differ	٣	–
13	line_cell_r11_c14	both_nonempty_differ	–	٠
13	line_cell_r11_c15	both_nonempty_differ	٤	٤٠
13	line_cell_r11_c16	agree_nonempty	–	–
13	line_cell_r11_c17	both_nonempty_differ	احم	احمد
13	line_cell_r11_c2	agree_nonempty	✓	✓
13	line_cell_r11_c3	both_nonempty_differ	٥	"
13	line_cell_r11_c4	both_nonempty_differ	"	..
13	line_cell_r11_c5	both_nonempty_differ	..	٠
13	line_cell_r11_c6	both_nonempty_differ	..	.
13	line_cell_r11_c7	agree_nonempty	١	١
13	line_cell_r11_c8	both_nonempty_differ	"	✓
13	line_cell_r11_c9	both_nonempty_differ	٥٤	٠٠٢
13	line_cell_r12_c0	both_nonempty_differ	٩٤	✓
13	line_cell_r12_c1	agree_nonempty	"	"
13	line_cell_r12_c10	both_nonempty_differ	"	١
13	line_cell_r12_c11	both_nonempty_differ	١٢٦	٤٦
13	line_cell_r12_c12	agree_nonempty	١	١
13	line_cell_r12_c13	agree_nonempty	١٥٧	١٥٧
13	line_cell_r12_c14	both_nonempty_differ	١	..
13	line_cell_r12_c15	both_nonempty_differ	٠	..
13	line_cell_r12_c16	agree_nonempty	١	١
13	line_cell_r12_c17	both_nonempty_differ	١٥٧	١٥
13	line_cell_r12_c2	both_nonempty_differ	١٣	٤١٣٢
13	line_cell_r12_c3	agree_nonempty	٦	٦
13	line_cell_r12_c4	agree_nonempty	١٠	١٠
13	line_cell_r12_c5	both_nonempty_differ	٤,٧٧٥	٤,٧٥
13	line_cell_r12_c6	both_nonempty_differ	بيع	انظ
13	line_cell_r12_c7	both_nonempty_differ	٤١٦	٤١٤٦
13	line_cell_r12_c8	both_nonempty_differ	٣٥	٣٨
13	line_cell_r12_c9	both_nonempty_differ	١٦٠	٠
13	line_cell_r13_c0	both_nonempty_differ	٩٤	✓
13	line_cell_r13_c1	both_nonempty_differ	١	..
13	line_cell_r13_c10	agree_nonempty	"	"
13	line_cell_r13_c11	both_nonempty_differ	-	..
13	line_cell_r13_c12	agree_nonempty	✓	✓
13	line_cell_r13_c13	agree_nonempty	_	_
13	line_cell_r13_c14	agree_nonempty	"	"
13	line_cell_r13_c15	both_nonempty_differ	_	..
13	line_cell_r13_c16	agree_nonempty	٣	٣
13	line_cell_r13_c17	both_nonempty_differ	٤٧١	٤٤١
13	line_cell_r13_c2	both_nonempty_differ	٣	١
13	line_cell_r13_c3	agree_nonempty	..	..
13	line_cell_r13_c4	agree_nonempty	✓	✓
13	line_cell_r13_c5	both_nonempty_differ	بيبة	T.بة ع
13	line_cell_r13_c6	agree_nonempty	"	"
13	line_cell_r13_c7	both_nonempty_differ	"	..
13	line_cell_r13_c8	both_nonempty_differ	-	٤
13	line_cell_r13_c9	both_nonempty_differ	٠٠	٠
13	line_cell_r14_c0	agree_nonempty	✓	✓
13	line_cell_r14_c1	both_nonempty_differ	٧	انظ٩
13	line_cell_r14_c10	both_nonempty_differ	١	"
13	line_cell_r14_c11	both_nonempty_differ	"	..
13	line_cell_r14_c12	both_nonempty_differ	–	-
13	line_cell_r14_c13	both_nonempty_differ	٤	–
13	line_cell_r14_c14	both_nonempty_differ	–	٠
13	line_cell_r14_c15	both_nonempty_differ	–	٠
13	line_cell_r14_c16	agree_nonempty	–	–
13	line_cell_r14_c17	both_nonempty_differ	٦٢٨	٦٨
13	line_cell_r14_c2	both_nonempty_differ	_	..
13	line_cell_r14_c3	both_nonempty_differ	٣	..
13	line_cell_r14_c4	agree_nonempty	١	١
13	line_cell_r14_c5	both_nonempty_differ	...	.
13	line_cell_r14_c6	both_nonempty_differ	٨	١
13	line_cell_r14_c7	both_nonempty_differ	"	١
13	line_cell_r14_c8	agree_nonempty	✓	✓
13	line_cell_r14_c9	both_nonempty_differ	نظ ٩	٠
13	line_cell_r15_c0	both_nonempty_differ	✓٧	✓
13	line_cell_r15_c1	agree_nonempty	"	"
13	line_cell_r15_c10	both_nonempty_differ	"	_
13	line_cell_r15_c11	both_nonempty_differ	_	..
13	line_cell_r15_c12	both_nonempty_differ	١	.
13	line_cell_r15_c13	agree_nonempty	١٥٧	١٥٧
13	line_cell_r15_c14	agree_nonempty	"	"
13	line_cell_r15_c15	agree_nonempty	-	-
13	line_cell_r15_c16	both_nonempty_differ	١	.
13	line_cell_r15_c17	agree_nonempty	١٥٧	١٥٧
13	line_cell_r15_c2	old_empty_new_nonempty		✓
13	line_cell_r15_c3	both_nonempty_differ	١	٤
13	line_cell_r15_c4	both_nonempty_differ	"	١
13	line_cell_r15_c5	both_nonempty_differ	٠	.
13	line_cell_r15_c6	both_nonempty_differ	٠	..
13	line_cell_r15_c7	agree_nonempty	١	١
13	line_cell_r15_c8	both_nonempty_differ	١٦	١
13	line_cell_r15_c9	agree_nonempty	٠	٠
13	line_cell_r16_c0	both_nonempty_differ	✓	١
13	line_cell_r16_c1	both_nonempty_differ	_	..
13	line_cell_r16_c10	agree_nonempty	"	"
13	line_cell_r16_c11	both_nonempty_differ	_	١
13	line_cell_r16_c12	agree_nonempty	✓	✓
13	line_cell_r16_c13	both_nonempty_differ	_	-
13	line_cell_r16_c14	both_nonempty_differ	٤	٠
13	line_cell_r16_c15	both_nonempty_differ	٣	.
13	line_cell_r16_c16	both_nonempty_differ	٣	٠٣
13	line_cell_r16_c17	both_nonempty_differ	٤٧١	١٤٠
13	line_cell_r16_c2	both_nonempty_differ	٠	"
13	line_cell_r16_c3	both_nonempty_differ	١	٠
13	line_cell_r16_c4	both_nonempty_differ	٣	١
13	line_cell_r16_c5	both_nonempty_differ	..	٠
13	line_cell_r16_c6	both_nonempty_differ	"	٤
13	line_cell_r16_c7	agree_nonempty	_	_
13	line_cell_r16_c8	both_nonempty_differ	-	–
13	line_cell_r16_c9	both_nonempty_differ	٠	..
13	line_cell_r17_c0	both_nonempty_differ	✓	١
13	line_cell_r17_c1	both_nonempty_differ	_	.
13	line_cell_r17_c10	both_nonempty_differ	"	١
13	line_cell_r17_c11	both_nonempty_differ	١	٣
13	line_cell_r17_c12	agree_nonempty	١٦	١٦
13	line_cell_r17_c13	agree_nonempty	..	..
13	line_cell_r17_c14	both_nonempty_differ	١	"
13	line_cell_r17_c15	both_nonempty_differ	-	٠
13	line_cell_r17_c16	agree_nonempty	٤	٤
13	line_cell_r17_c17	both_nonempty_differ	٦٢٨	٦٨
13	line_cell_r17_c2	both_nonempty_differ	✓	١
13	line_cell_r17_c3	both_nonempty_differ	..	.
13	line_cell_r17_c4	both_nonempty_differ	"	✓
13	line_cell_r17_c5	both_nonempty_differ	..	.
13	line_cell_r17_c6	agree_nonempty	١	١
13	line_cell_r17_c7	agree_nonempty	"	"
13	line_cell_r17_c8	agree_nonempty	١	١
13	line_cell_r17_c9	both_nonempty_differ	–	-
13	line_cell_r18_c0	agree_nonempty	١٣	١٣
13	line_cell_r18_c1	agree_nonempty	٩٤	٩٤
13	line_cell_r18_c10	agree_nonempty	✓	✓
13	line_cell_r18_c11	both_nonempty_differ	✓	٤
13	line_cell_r18_c12	both_nonempty_differ	–	-
13	line_cell_r18_c13	agree_nonempty	٤	٤
13	line_cell_r18_c14	agree_nonempty	–	–
13	line_cell_r18_c15	agree_nonempty	٤	٤
13	line_cell_r18_c16	agree_nonempty	–	–
13	line_cell_r18_c17	agree_nonempty	٠	٠
13	line_cell_r18_c2	both_nonempty_differ	✓	١
13	line_cell_r18_c3	both_nonempty_differ	٤	-
13	line_cell_r18_c4	agree_nonempty	١	١
13	line_cell_r18_c5	both_nonempty_differ	..	.
13	line_cell_r18_c6	both_nonempty_differ	٧	✓
13	line_cell_r18_c7	agree_nonempty	١	١
13	line_cell_r18_c8	both_nonempty_differ	٩٣	١
13	line_cell_r18_c9	both_nonempty_differ	٤	٠
13	line_cell_r19_c0	both_nonempty_differ	٣	١
13	line_cell_r19_c1	agree_nonempty	١	١
13	line_cell_r19_c10	both_nonempty_differ	٨	١
13	line_cell_r19_c11	both_nonempty_differ	✓	-
13	line_cell_r19_c12	agree_nonempty	١	١
13	line_cell_r19_c13	agree_nonempty	١٥٧	١٥٧
13	line_cell_r19_c14	both_nonempty_differ	٠	"
13	line_cell_r19_c15	agree_nonempty	"	"
13	line_cell_r19_c16	both_nonempty_differ	"	✓
13	line_cell_r19_c17	both_nonempty_differ	١٥٧	١٥
13	line_cell_r19_c2	both_nonempty_differ	✓	١
13	line_cell_r19_c3	both_nonempty_differ	٥	"
13	line_cell_r19_c4	agree_nonempty	"	"
13	line_cell_r19_c5	both_nonempty_differ	"	..
13	line_cell_r19_c6	agree_nonempty	٠	٠
13	line_cell_r19_c7	agree_nonempty	١	١
13	line_cell_r19_c8	both_nonempty_differ	"	..
13	line_cell_r19_c9	agree_nonempty	_	_
13	line_cell_r1_c0	agree_nonempty	٤٣	٤٣
13	line_cell_r1_c1	both_nonempty_differ	"	١
13	line_cell_r1_c10	both_nonempty_differ	١	-
13	line_cell_r1_c11	agree_nonempty	٤	٤
13	line_cell_r1_c12	agree_nonempty	–	–
13	line_cell_r1_c13	both_nonempty_differ	٤	٤٠
13	line_cell_r1_c14	both_nonempty_differ	–	-
13	line_cell_r1_c15	both_nonempty_differ	_	٠
13	line_cell_r1_c16	both_nonempty_differ	-	–
13	line_cell_r1_c17	both_nonempty_differ	١	–
13	line_cell_r1_c2	both_nonempty_differ	٤	..
13	line_cell_r1_c3	both_nonempty_differ	٧	٠
13	line_cell_r1_c4	both_nonempty_differ	١	..
13	line_cell_r1_c5	both_nonempty_differ	٤	٠
13	line_cell_r1_c6	agree_nonempty	"	"
13	line_cell_r1_c7	agree_nonempty	١	١
13	line_cell_r1_c8	both_nonempty_differ	–	-
13	line_cell_r1_c9	both_nonempty_differ	..	.
13	line_cell_r20_c0	old_empty_new_nonempty		-
13	line_cell_r20_c1	agree_nonempty	"	"
13	line_cell_r20_c10	agree_nonempty	"	"
13	line_cell_r20_c11	agree_nonempty	"	"
13	line_cell_r20_c12	agree_nonempty	✓	✓
13	line_cell_r20_c13	both_nonempty_differ	-	..
13	line_cell_r20_c14	both_nonempty_differ	١	"
13	line_cell_r20_c15	both_nonempty_differ	٤	..
13	line_cell_r20_c16	both_nonempty_differ	٤	٦
13	line_cell_r20_c17	both_nonempty_differ	٤٤	٠٨٠
13	line_cell_r20_c2	agree_nonempty	١٦	١٦
13	line_cell_r20_c3	both_nonempty_differ	٤	..
13	line_cell_r20_c4	both_nonempty_differ	✓	٤
13	line_cell_r20_c5	both_nonempty_differ	_	٤
13	line_cell_r20_c6	agree_nonempty	"	"
13	line_cell_r20_c7	agree_nonempty	"	"
13	line_cell_r20_c8	old_empty_new_nonempty		✓
13	line_cell_r20_c9	both_nonempty_differ	✓	"
13	line_cell_r21_c0	both_nonempty_differ	١١	٨
13	line_cell_r21_c1	both_nonempty_differ	٤	١
13	line_cell_r21_c10	agree_nonempty	"	"
13	line_cell_r21_c11	agree_nonempty	_	_
13	line_cell_r21_c12	both_nonempty_differ	١٦	✓
13	line_cell_r21_c13	agree_nonempty	"	"
13	line_cell_r21_c14	both_nonempty_differ	١	"
13	line_cell_r21_c15	both_nonempty_differ	_	..
13	line_cell_r21_c16	both_nonempty_differ	١٦	✓
13	line_cell_r21_c17	both_nonempty_differ	نظر	.
13	line_cell_r21_c2	both_nonempty_differ	"	١
13	line_cell_r21_c3	both_nonempty_differ	٤	..
13	line_cell_r21_c4	both_nonempty_differ	"	١
13	line_cell_r21_c5	both_nonempty_differ	انظ ٩٤٧	..
13	line_cell_r21_c6	both_nonempty_differ	١	"
13	line_cell_r21_c7	agree_nonempty	"	"
13	line_cell_r21_c8	both_nonempty_differ	–	١
13	line_cell_r21_c9	both_nonempty_differ	_	..
13	line_cell_r22_c0	both_nonempty_differ	١	٨
13	line_cell_r22_c1	both_nonempty_differ	٤	١
13	line_cell_r22_c10	agree_nonempty	"	"
13	line_cell_r22_c11	both_nonempty_differ	✓	"
13	line_cell_r22_c12	agree_nonempty	✓	✓
13	line_cell_r22_c13	both_nonempty_differ	٣	✓
13	line_cell_r22_c14	agree_nonempty	٤	٤
13	line_cell_r22_c15	agree_nonempty	-	-
13	line_cell_r22_c16	agree_nonempty	✓	✓
13	line_cell_r22_c17	both_nonempty_differ	نظ ٩	.
13	line_cell_r22_c2	both_nonempty_differ	-	✓
13	line_cell_r22_c3	both_nonempty_differ	_	..
13	line_cell_r22_c4	agree_nonempty	✓	✓
13	line_cell_r22_c5	both_nonempty_differ	٤	_
13	line_cell_r22_c6	both_nonempty_differ	١	..
13	line_cell_r22_c7	both_nonempty_differ	"	١
13	line_cell_r22_c8	agree_nonempty	✓	✓
13	line_cell_r22_c9	both_nonempty_differ	٤	..
13	line_cell_r23_c0	both_nonempty_differ	٨	١
13	line_cell_r23_c1	both_nonempty_differ	✓	١
13	line_cell_r23_c10	both_nonempty_differ	"	١
13	line_cell_r23_c11	both_nonempty_differ	-	٤
13	line_cell_r23_c12	agree_nonempty	٥	٥
13	line_cell_r23_c13	agree_nonempty	"	"
13	line_cell_r23_c14	both_nonempty_differ	"	.
13	line_cell_r23_c15	both_nonempty_differ	-	٤
13	line_cell_r23_c16	agree_nonempty	١	١
13	line_cell_r23_c17	both_nonempty_differ	٤	.
13	line_cell_r23_c2	both_nonempty_differ	–	-
13	line_cell_r23_c3	both_nonempty_differ	٤	..
13	line_cell_r23_c4	both_nonempty_differ	_	✓
13	line_cell_r23_c5	both_nonempty_differ	٤	.
13	line_cell_r23_c6	agree_nonempty	"	"
13	line_cell_r23_c7	agree_nonempty	١	١
13	line_cell_r23_c8	agree_nonempty	١	١
13	line_cell_r23_c9	both_nonempty_differ	٣	١
13	line_cell_r24_c0	agree_nonempty	١	١
13	line_cell_r24_c1	both_nonempty_differ	١	.
13	line_cell_r24_c10	both_nonempty_differ	"	١
13	line_cell_r24_c11	agree_nonempty	✓	✓
13	line_cell_r24_c12	both_nonempty_differ	"	✓
13	line_cell_r24_c13	agree_nonempty	"	"
13	line_cell_r24_c14	both_nonempty_differ	٠	١
13	line_cell_r24_c15	agree_nonempty	"	"
13	line_cell_r24_c16	agree_nonempty	١	١
13	line_cell_r24_c17	both_nonempty_differ	٤	.
13	line_cell_r24_c2	agree_nonempty	✓	✓
13	line_cell_r24_c3	agree_nonempty	..	..
13	line_cell_r24_c4	agree_nonempty	✓	✓
13	line_cell_r24_c5	both_nonempty_differ	"	..
13	line_cell_r24_c6	both_nonempty_differ	١	✓
13	line_cell_r24_c7	agree_nonempty	"	"
13	line_cell_r24_c8	agree_nonempty	٥	٥
13	line_cell_r24_c9	both_nonempty_differ	"	..
13	line_cell_r25_c0	agree_nonempty	✓	✓
13	line_cell_r25_c1	agree_nonempty	١	١
13	line_cell_r25_c10	both_nonempty_differ	"	..
13	line_cell_r25_c11	both_nonempty_differ	-	..
13	line_cell_r25_c12	agree_nonempty	✓	✓
13	line_cell_r25_c13	agree_nonempty	٤	٤
13	line_cell_r25_c14	both_nonempty_differ	١	٤
13	line_cell_r25_c15	both_nonempty_differ	١٢	١
13	line_cell_r25_c16	both_nonempty_differ	٤	١٦
13	line_cell_r25_c17	both_nonempty_differ	..	.
13	line_cell_r25_c2	both_nonempty_differ	٧	✓
13	line_cell_r25_c3	both_nonempty_differ	٠	٠٠٠
13	line_cell_r25_c4	both_nonempty_differ	"	١
13	line_cell_r25_c5	both_nonempty_differ	ن	_
13	line_cell_r25_c6	agree_nonempty	"	"
13	line_cell_r25_c7	agree_nonempty	"	"
13	line_cell_r25_c8	both_nonempty_differ	٣	١
13	line_cell_r25_c9	both_nonempty_differ	٤	٩٤
13	line_cell_r26_c0	both_nonempty_differ	"	-
13	line_cell_r26_c1	agree_nonempty	✓	✓
13	line_cell_r26_c10	both_nonempty_differ	✓	"
13	line_cell_r26_c11	both_nonempty_differ	_	..
13	line_cell_r26_c12	both_nonempty_differ	-	✓
13	line_cell_r26_c13	both_nonempty_differ	-	٤
13	line_cell_r26_c14	both_nonempty_differ	١	"
13	line_cell_r26_c15	both_nonempty_differ	"	١
13	line_cell_r26_c16	agree_nonempty	✓	✓
13	line_cell_r26_c17	both_nonempty_differ	..	.
13	line_cell_r26_c2	agree_nonempty	✓	✓
13	line_cell_r26_c3	both_nonempty_differ	نظ ٤٧	٠
13	line_cell_r26_c4	agree_nonempty	"	"
13	line_cell_r26_c5	both_nonempty_differ	"	..
13	line_cell_r26_c6	both_nonempty_differ	٣	✓
13	line_cell_r26_c7	agree_nonempty	"	"
13	line_cell_r26_c8	agree_nonempty	✓	✓
13	line_cell_r26_c9	both_nonempty_differ	..	٤
13	line_cell_r27_c0	both_nonempty_differ	٣٨	٤
13	line_cell_r27_c1	old_empty_new_nonempty		✓
13	line_cell_r27_c10	agree_nonempty	✓	✓
13	line_cell_r27_c11	agree_nonempty	"	"
13	line_cell_r27_c12	agree_nonempty	✓	✓
13	line_cell_r27_c13	both_nonempty_differ	_	..
13	line_cell_r27_c14	both_nonempty_differ	..	"
13	line_cell_r27_c15	both_nonempty_differ	-	٤
13	line_cell_r27_c16	both_nonempty_differ	✓	..
13	line_cell_r27_c17	agree_nonempty	..	..
13	line_cell_r27_c2	agree_nonempty	✓	✓
13	line_cell_r27_c3	both_nonempty_differ	..	.
13	line_cell_r27_c4	agree_nonempty	١	١
13	line_cell_r27_c5	both_nonempty_differ	✓	٣
13	line_cell_r27_c6	both_nonempty_differ	"	١
13	line_cell_r27_c7	agree_nonempty	"	"
13	line_cell_r27_c8	agree_nonempty	✓	✓
13	line_cell_r27_c9	agree_nonempty	٣	٣
13	line_cell_r28_c0	agree_nonempty	"	"
13	line_cell_r28_c1	agree_nonempty	"	"
13	line_cell_r28_c10	agree_nonempty	"	"
13	line_cell_r28_c11	both_nonempty_differ	_	..
13	line_cell_r28_c12	agree_nonempty	١	١
13	line_cell_r28_c13	agree_nonempty	٣	٣
13	line_cell_r28_c14	both_nonempty_differ	١	"
13	line_cell_r28_c15	agree_nonempty	"	"
13	line_cell_r28_c16	agree_nonempty	✓	✓
13	line_cell_r28_c17	both_nonempty_differ	ان ٩	_
13	line_cell_r28_c2	agree_nonempty	✓	✓
13	line_cell_r28_c3	agree_nonempty	_	_
13	line_cell_r28_c4	agree_nonempty	"	"
13	line_cell_r28_c5	agree_nonempty	_	_
13	line_cell_r28_c6	agree_nonempty	"	"
13	line_cell_r28_c7	agree_nonempty	"	"
13	line_cell_r28_c8	agree_nonempty	✓	✓
13	line_cell_r28_c9	both_nonempty_differ	-	_
13	line_cell_r29_c0	both_nonempty_differ	١	✓
13	line_cell_r29_c1	both_nonempty_differ	٩	١
13	line_cell_r29_c10	agree_nonempty	"	"
13	line_cell_r29_c11	both_nonempty_differ	٩٤	.
13	line_cell_r29_c12	both_nonempty_differ	–	✓
13	line_cell_r29_c13	both_nonempty_differ	✓	"
13	line_cell_r29_c14	agree_nonempty	١	١
13	line_cell_r29_c15	agree_nonempty	"	"
13	line_cell_r29_c16	agree_nonempty	٥	٥
13	line_cell_r29_c17	both_nonempty_differ	٤	..
13	line_cell_r29_c2	agree_nonempty	٥	٥
13	line_cell_r29_c3	both_nonempty_differ	...	..
13	line_cell_r29_c4	agree_nonempty	✓	✓
13	line_cell_r29_c5	both_nonempty_differ	٩٤	.
13	line_cell_r29_c6	both_nonempty_differ	"	١
13	line_cell_r29_c7	agree_nonempty	"	"
13	line_cell_r29_c8	agree_nonempty	✓	✓
13	line_cell_r29_c9	agree_nonempty	"	"
13	line_cell_r2_c0	agree_nonempty	✓	✓
13	line_cell_r2_c1	both_nonempty_differ	٩٤٦ / ٤	٩٤ ٩٤
13	line_cell_r2_c10	both_nonempty_differ	"	١
13	line_cell_r2_c11	agree_nonempty	"	"
13	line_cell_r2_c12	agree_nonempty	٢	٢
13	line_cell_r2_c13	both_nonempty_differ	٤٣١	٣٠
13	line_cell_r2_c14	agree_nonempty	"	"
13	line_cell_r2_c15	both_nonempty_differ	-	..
13	line_cell_r2_c16	agree_nonempty	٢	٢
13	line_cell_r2_c17	both_nonempty_differ	٤٣٠	٠٣٤
13	line_cell_r2_c2	both_nonempty_differ	٠	..
13	line_cell_r2_c3	both_nonempty_differ	٣	٠٨
13	line_cell_r2_c4	agree_nonempty	٥	٥
13	line_cell_r2_c5	both_nonempty_differ	٤٠	.
13	line_cell_r2_c6	both_nonempty_differ	"	٠
13	line_cell_r2_c7	both_nonempty_differ	"	_
13	line_cell_r2_c8	old_empty_new_nonempty		-
13	line_cell_r2_c9	both_nonempty_differ	نظر ٩٧	.
13	line_cell_r30_c0	agree_nonempty	✓	✓
13	line_cell_r30_c1	both_nonempty_differ	"	١
13	line_cell_r30_c10	both_nonempty_differ	✓	"
13	line_cell_r30_c11	both_nonempty_differ	_	..
13	line_cell_r30_c12	both_nonempty_differ	✓	-
13	line_cell_r30_c13	agree_nonempty	"	"
13	line_cell_r30_c14	both_nonempty_differ	١	"
13	line_cell_r30_c15	agree_nonempty	"	"
13	line_cell_r30_c16	old_empty_new_nonempty		✓
13	line_cell_r30_c17	both_nonempty_differ	٤	..
13	line_cell_r30_c2	both_nonempty_differ	٧	✓
13	line_cell_r30_c3	both_nonempty_differ	..	.
13	line_cell_r30_c4	both_nonempty_differ	"	١
13	line_cell_r30_c5	both_nonempty_differ	..	.
13	line_cell_r30_c6	agree_nonempty	١	١
13	line_cell_r30_c7	both_nonempty_differ	٥	١
13	line_cell_r30_c8	agree_nonempty	✓	✓
13	line_cell_r30_c9	both_nonempty_differ	٣	"
13	line_cell_r31_c0	agree_nonempty	✓	✓
13	line_cell_r31_c1	both_nonempty_differ	"	١
13	line_cell_r31_c10	agree_nonempty	"	"
13	line_cell_r31_c11	agree_nonempty	"	"
13	line_cell_r31_c12	agree_nonempty	✓	✓
13	line_cell_r31_c13	agree_nonempty	"	"
13	line_cell_r31_c14	both_nonempty_differ	٠	"
13	line_cell_r31_c15	agree_nonempty	١	١
13	line_cell_r31_c16	both_nonempty_differ	١	١٦
13	line_cell_r31_c17	agree_nonempty	..	..
13	line_cell_r31_c2	both_nonempty_differ	"	✓
13	line_cell_r31_c3	both_nonempty_differ	_	.
13	line_cell_r31_c4	both_nonempty_differ	"	١
13	line_cell_r31_c5	both_nonempty_differ	_	.
13	line_cell_r31_c6	agree_nonempty	٤	٤
13	line_cell_r31_c7	both_nonempty_differ	١	"
13	line_cell_r31_c8	agree_nonempty	✓	✓
13	line_cell_r31_c9	both_nonempty_differ	٠	١
13	line_cell_r32_c0	agree_nonempty	✓	✓
13	line_cell_r32_c1	both_nonempty_differ	"	١
13	line_cell_r32_c10	agree_nonempty	"	"
13	line_cell_r32_c11	agree_nonempty	"	"
13	line_cell_r32_c12	both_nonempty_differ	–	١٦
13	line_cell_r32_c13	agree_nonempty	"	"
13	line_cell_r32_c14	both_nonempty_differ	١	"
13	line_cell_r32_c15	both_nonempty_differ	٤	_
13	line_cell_r32_c16	both_nonempty_differ	٧	✓
13	line_cell_r32_c17	agree_nonempty	..	..
13	line_cell_r32_c2	agree_nonempty	✓	✓
13	line_cell_r32_c3	both_nonempty_differ	٣	"
13	line_cell_r32_c4	agree_nonempty	"	"
13	line_cell_r32_c5	both_nonempty_differ	٩٤	٩
13	line_cell_r32_c6	both_nonempty_differ	٠	١
13	line_cell_r32_c7	both_nonempty_differ	١	"
13	line_cell_r32_c8	agree_nonempty	١	١
13	line_cell_r32_c9	both_nonempty_differ	٣	"
13	line_cell_r33_c0	both_nonempty_differ	✓"	١
13	line_cell_r33_c1	agree_nonempty	"	"
13	line_cell_r33_c10	agree_nonempty	"	"
13	line_cell_r33_c11	both_nonempty_differ	_	..
13	line_cell_r33_c12	agree_nonempty	✓	✓
13	line_cell_r33_c13	both_nonempty_differ	"	..
13	line_cell_r33_c14	both_nonempty_differ	٠	"
13	line_cell_r33_c15	agree_nonempty	"	"
13	line_cell_r33_c16	agree_nonempty	✓	✓
13	line_cell_r33_c17	both_nonempty_differ	٤	.
13	line_cell_r33_c2	agree_nonempty	"	"
13	line_cell_r33_c3	both_nonempty_differ	٥	..
13	line_cell_r33_c4	agree_nonempty	"	"
13	line_cell_r33_c5	both_nonempty_differ	٥	٠
13	line_cell_r33_c6	both_nonempty_differ	٨	١
13	line_cell_r33_c7	both_nonempty_differ	"	١
13	line_cell_r33_c8	agree_nonempty	✓	✓
13	line_cell_r33_c9	both_nonempty_differ	"	..
13	line_cell_r34_c0	both_nonempty_differ	✓	٣
13	line_cell_r34_c1	both_nonempty_differ	١٦٠	٢٢
13	line_cell_r34_c10	agree_nonempty	٢	٢
13	line_cell_r34_c11	both_nonempty_differ	٤٤	٠٣٠
13	line_cell_r34_c12	both_nonempty_differ	٢	٣
13	line_cell_r34_c13	agree_nonempty	٢	٢
13	line_cell_r34_c14	agree_nonempty	٤	٤
13	line_cell_r34_c15	both_nonempty_differ	٤,٧٠	٩٤٠
13	line_cell_r34_c16	both_nonempty_differ	"	٠
13	line_cell_r34_c17	both_nonempty_differ	٤	..
13	line_cell_r34_c2	both_nonempty_differ	٣٤	١٧٤
13	line_cell_r34_c3	both_nonempty_differ	٣٣٤	٤٠
13	line_cell_r34_c4	both_nonempty_differ	٣٤	٠٠٠
13	line_cell_r34_c5	both_nonempty_differ	,٦	٤٦٠
13	line_cell_r34_c6	agree_nonempty	٣	٣
13	line_cell_r34_c7	both_nonempty_differ	٩,٧٧	٣٥٤
13	line_cell_r34_c8	both_nonempty_differ	٤٨	٠٤٠
13	line_cell_r34_c9	both_nonempty_differ	"	..
13	line_cell_r3_c0	both_nonempty_differ	٩٤	٩٦
13	line_cell_r3_c1	agree_nonempty	"	"
13	line_cell_r3_c10	both_nonempty_differ	٤٢	١
13	line_cell_r3_c11	agree_nonempty	٤	٤
13	line_cell_r3_c12	agree_nonempty	–	–
13	line_cell_r3_c13	both_nonempty_differ	٠٤٠	٤٠
13	line_cell_r3_c14	agree_nonempty	–	–
13	line_cell_r3_c15	both_nonempty_differ	٠٧	٠٠٠
13	line_cell_r3_c16	agree_nonempty	–	–
13	line_cell_r3_c17	both_nonempty_differ	٠	.
13	line_cell_r3_c2	old_empty_new_nonempty		٤
13	line_cell_r3_c3	both_nonempty_differ	٣	"
13	line_cell_r3_c4	agree_nonempty	٥	٥
13	line_cell_r3_c5	old_empty_new_nonempty		٤
13	line_cell_r3_c6	agree_nonempty	"	"
13	line_cell_r3_c7	agree_nonempty	"	"
13	line_cell_r3_c8	both_nonempty_differ	١٢	١٦
13	line_cell_r3_c9	agree_nonempty	..	..
13	line_cell_r4_c0	both_nonempty_differ	١٤٧	٣
13	line_cell_r4_c1	both_nonempty_differ	٩٤/٤٥	٩٤/ ٤٧
13	line_cell_r4_c10	both_nonempty_differ	-	_
13	line_cell_r4_c11	agree_nonempty	٠٠٨	٠٠٨
13	line_cell_r4_c12	agree_nonempty	١	١
13	line_cell_r4_c13	agree_nonempty	٢١٥	٢١٥
13	line_cell_r4_c14	both_nonempty_differ	١	"
13	line_cell_r4_c15	both_nonempty_differ	"	..
13	line_cell_r4_c16	agree_nonempty	✓	✓
13	line_cell_r4_c17	both_nonempty_differ	٤٧	انظ٩
13	line_cell_r4_c2	agree_nonempty	٤١٣٨	٤١٣٨
